Date,Weekday,Time,Home Team,Away Team,Home Team Goals,Away Team Goals,Venue,Referee
2019-10-04,Fri,18:00 ,Slovácko,Slovan Liberec,3,1,Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka
2019-10-05,Sat,16:30 ,Příbram,Sigma Olomouc,0,0,Energon Aréna,Paval Julínek
2019-10-05,Sat,16:30 ,Baník Ostrava,Fastav Zlín,4,0,Městský stadion - Vítkovice Aréna,J. Machálek
2019-10-05,Sat,16:30 ,Opava,Teplice,0,1,Stadion v Městských sadech,Ondřej Berka
2019-10-05,Sat,19:00 ,Sparta Prague,Karviná,4,0,Generali Arena,Pavel Franek
2019-10-06,Sun,15:30 ,Mladá Boleslav,Viktoria Plzeň,2,1,Adidas Aréna,Ondřej Lerch
2019-10-06,Sun,15:30 ,České Budĕjov.,Bohemians 1905,3,2,Fotbalový stadion Střelecký ostrov,Ondřej Ginzel
2019-10-06,Sun,18:00 ,Jablonec,Slavia Prague,0,2,Stadion Střelnice,Zbyněk Proske
2019-10-19,Sat,14:30 ,Slovan Liberec,Jablonec,2,2,Stadion u Nisy,Ondřej Pechanec
2019-10-19,Sat,16:30 ,Fastav Zlín,Mladá Boleslav,0,2,Stadion Letná,Zbyněk Proske
2019-10-19,Sat,16:30 ,Sigma Olomouc,České Budĕjov.,1,3,Andrův stadion,Jiří Houdek
2019-10-19,Sat,19:00 ,Slavia Prague,Příbram,3,1,Sinobo Stadium,Miroslav Zelinka
2019-10-20,Sun,15:30 ,Karviná,Slovácko,0,2,Městský stadion,Pavel Rejžek
2019-10-20,Sun,15:30 ,Viktoria Plzeň,Baník Ostrava,3,0,Doosan Arena,Emanuel Marek
2019-10-20,Sun,15:30 ,Bohemians 1905,Opava,1,0,Stadion Ďolíček,Pavel Královec
2019-10-20,Sun,18:00 ,Teplice,Sparta Prague,1,1,Na Stínadlech,J. Machálek
2019-10-25,Fri,18:00 ,Jablonec,Teplice,4,1,Stadion Střelnice,Paval Julínek
2019-10-26,Sat,14:30 ,Příbram,Fastav Zlín,0,0,Energon Aréna,Pavel Královec
2019-10-26,Sat,14:30 ,Baník Ostrava,Sigma Olomouc,2,2,Městský stadion - Vítkovice Aréna,Radek Dubravsky
2019-10-26,Sat,14:30 ,Slovácko,Opava,4,0,Městský fotbalový stadion Miroslava Vale...,Emanuel Marek
2019-10-26,Sat,17:00 ,Sparta Prague,Bohemians 1905,4,0,Generali Arena,Zbyněk Proske
2019-10-27,Sun,14:30 ,Mladá Boleslav,Slovan Liberec,1,3,Adidas Aréna,Pavel Rejžek
2019-10-27,Sun,14:30 ,České Budĕjov.,Karviná,3,0,Fotbalový stadion Střelecký ostrov,Ondřej Pechanec
2019-10-27,Sun,17:00 ,Viktoria Plzeň,Slavia Prague,0,1,Doosan Arena,Pavel Franek
2019-11-01,Fri,18:00 ,Bohemians 1905,Slovácko,0,0,Stadion Ďolíček,Pavel Franek
2019-11-02,Sat,14:30 ,Sigma Olomouc,Mladá Boleslav,2,2,Andrův stadion,Ondřej Ginzel
2019-11-02,Sat,17:00 ,Slavia Prague,Baník Ostrava,4,0,Sinobo Stadium,Tomáš Klíma
2019-11-03,Sun,14:30 ,Slovan Liberec,Příbram,3,2,Stadion u Nisy,Cieslar Ondřej
2019-11-03,Sun,14:30 ,Karviná,Jablonec,0,1,Městský stadion,Ondřej Berka
2019-11-03,Sun,14:30 ,Teplice,České Budĕjov.,1,3,Na Stínadlech,Zbyněk Proske
2019-11-03,Sun,17:00 ,Opava,Sparta Prague,0,1,Stadion v Městských sadech,Miroslav Zelinka
2019-11-04,Mon,18:00 ,Fastav Zlín,Viktoria Plzeň,1,1,Stadion Letná,Ondřej Pechanec
2019-11-08,Fri,18:00 ,Mladá Boleslav,Bohemians 1905,2,1,Adidas Aréna,Emanuel Marek
2019-11-08,Fri,18:00 ,Baník Ostrava,Karviná,3,0,Městský stadion - Vítkovice Aréna,Pavel Franek
2019-11-09,Sat,14:30 ,Příbram,Opava,0,0,Energon Aréna,Pavel Rejžek
2019-11-09,Sat,14:30 ,Fastav Zlín,Sigma Olomouc,1,0,Stadion Letná,Pavel Orel
2019-11-09,Sat,17:00 ,Jablonec,Sparta Prague,2,2,Stadion Střelnice,Pavel Královec
2019-11-10,Sun,14:30 ,Viktoria Plzeň,Slovan Liberec,4,1,Doosan Arena,Zbyněk Proske
2019-11-10,Sun,14:30 ,České Budĕjov.,Slovácko,2,0,Fotbalový stadion Střelecký ostrov,Miroslav Zelinka
2019-11-10,Sun,17:00 ,Slavia Prague,Teplice,3,0,Sinobo Stadium,Ondřej Pechanec
2019-11-22,Fri,18:00 ,Sparta Prague,České Budĕjov.,3,3,Generali Arena,Emanuel Marek
2019-11-23,Sat,14:30 ,Slovan Liberec,Fastav Zlín,5,0,Stadion u Nisy,Petr Hocek
2019-11-23,Sat,14:30 ,Bohemians 1905,Příbram,1,0,Stadion Ďolíček,Ondřej Berka
2019-11-23,Sat,14:30 ,Opava,Mladá Boleslav,1,0,Stadion v Městských sadech,Pavel Franek
2019-11-23,Sat,17:00 ,Sigma Olomouc,Slavia Prague,0,0,Andrův stadion,Pavel Rejžek
2019-11-24,Sun,14:30 ,Teplice,Baník Ostrava,1,1,Na Stínadlech,Pavel Královec
2019-11-24,Sun,17:00 ,Karviná,Viktoria Plzeň,1,1,Městský stadion,Miroslav Zelinka
2019-11-25,Mon,18:00 ,Slovácko,Jablonec,1,1,Městský fotbalový stadion Miroslava Vale...,Ondřej Pechanec
2019-11-29,Fri,18:00 ,Baník Ostrava,Opava,0,0,Městský stadion - Vítkovice Aréna,Ondřej Berka
2019-11-30,Sat,14:30 ,Fastav Zlín,Slovácko,2,1,Stadion Letná,Pavel Rejžek
2019-11-30,Sat,14:30 ,Sigma Olomouc,Slovan Liberec,1,0,Andrův stadion,Alex Denev
2019-11-30,Sat,17:00 ,Příbram,Sparta Prague,0,1,Energon Aréna,Ondřej Pechanec
2019-12-01,Sun,14:30 ,Jablonec,České Budĕjov.,0,1,Stadion Střelnice,Ondřej Ginzel
2019-12-01,Sun,14:30 ,Viktoria Plzeň,Bohemians 1905,1,0,Doosan Arena,Paval Julínek
2019-12-01,Sun,14:30 ,Mladá Boleslav,Teplice,3,1,Adidas Aréna,Miroslav Zelinka
2019-12-01,Sun,17:00 ,Slavia Prague,Karviná,2,0,Sinobo Stadium,Radek Dubravsky
2019-12-06,Fri,17:30 ,Bohemians 1905,Baník Ostrava,0,2,Stadion Ďolíček,Cieslar Ondřej
2019-12-06,Fri,19:30 ,Slovan Liberec,Slavia Prague,0,3,Stadion u Nisy,Miroslav Zelinka
2019-12-07,Sat,14:30 ,Teplice,Fastav Zlín,2,1,Na Stínadlech,Alex Denev
2019-12-07,Sat,14:30 ,Opava,Jablonec,1,2,Stadion v Městských sadech,Radek Dubravsky
2019-12-07,Sat,17:00 ,Slovácko,Viktoria Plzeň,2,1,Městský fotbalový stadion Miroslava Vale...,Pavel Franek
2019-12-08,Sun,14:30 ,České Budĕjov.,Příbram,2,0,Fotbalový stadion Střelecký ostrov,Pavel Královec
2019-12-08,Sun,14:30 ,Karviná,Sigma Olomouc,1,1,Městský stadion,Ondřej Pechanec
2019-12-08,Sun,17:00 ,Sparta Prague,Mladá Boleslav,5,2,Generali Arena,Pavel Rejžek
2019-12-13,Fri,18:00 ,Mladá Boleslav,Jablonec,2,3,Adidas Aréna,Paval Julínek
2019-12-14,Sat,14:30 ,Fastav Zlín,Opava,2,0,Stadion Letná,Ondřej Ginzel
2019-12-14,Sat,14:30 ,Příbram,Slovácko,1,4,Energon Aréna,Ondřej Lerch
2019-12-14,Sat,14:30 ,Sigma Olomouc,Bohemians 1905,1,1,Andrův stadion,Petr Hocek
2019-12-14,Sat,14:30 ,Slovan Liberec,Karviná,3,0,Stadion u Nisy,Pavel Královec
2019-12-14,Sat,17:00 ,Baník Ostrava,Sparta Prague,0,0,Městský stadion - Vítkovice Aréna,Miroslav Zelinka
2019-12-15,Sun,14:30 ,Viktoria Plzeň,Teplice,1,1,Doosan Arena,Pavel Rejžek
2019-12-15,Sun,17:00 ,Slavia Prague,České Budĕjov.,4,1,Sinobo Stadium,Pavel Franek
2020-02-14,Fri,18:00 ,České Budĕjov.,Mladá Boleslav,3,0,Fotbalový stadion Střelecký ostrov,Pavel Královec
2020-02-15,Sat,14:30 ,Karviná,Fastav Zlín,2,0,Městský stadion,Pavel Franek
2020-02-15,Sat,14:30 ,Slovácko,Baník Ostrava,0,1,Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka
2020-02-15,Sat,14:30 ,Teplice,Sigma Olomouc,1,3,Na Stínadlech,Zbyněk Proske
2020-02-15,Sat,17:00 ,Sparta Prague,Slovan Liberec,0,2,Generali Arena,Ondřej Pechanec
2020-02-16,Sun,14:30 ,Opava,Viktoria Plzeň,0,3,Stadion v Městských sadech,Emanuel Marek
2020-02-16,Sun,17:00 ,Bohemians 1905,Slavia Prague,1,0,Stadion Ďolíček,Pavel Rejžek
2020-02-17,Mon,18:00 ,Jablonec,Příbram,4,0,Stadion Střelnice,Ondřej Berka
2020-02-22,Sat,14:30 ,Mladá Boleslav,Slovácko,0,0,Adidas Aréna,Pavel Franek
2020-02-22,Sat,14:30 ,Slavia Prague,Opava,2,0,Sinobo Stadium,Ondřej Ginzel
2020-02-22,Sat,14:30 ,Slovan Liberec,Bohemians 1905,3,1,Stadion u Nisy,Pavel Orel
2020-02-22,Sat,16:30 ,Viktoria Plzeň,Příbram,4,0,Doosan Arena,Petr Hocek
2020-02-23,Sun,14:30 ,Fastav Zlín,České Budĕjov.,2,3,Stadion Letná,Paval Julínek
2020-02-23,Sun,14:30 ,Karviná,Teplice,3,0,Městský stadion,Ondřej Lerch
2020-02-23,Sun,17:00 ,Sigma Olomouc,Sparta Prague,1,0,Andrův stadion,Pavel Královec
2020-02-24,Mon,18:00 ,Baník Ostrava,Jablonec,1,1,Městský stadion - Vítkovice Aréna,Ondřej Pechanec
2020-02-28,Fri,18:00 ,České Budĕjov.,Baník Ostrava,0,2,Fotbalový stadion Střelecký ostrov,Tomáš Klíma
2020-02-29,Sat,14:30 ,Jablonec,Viktoria Plzeň,1,2,Stadion Střelnice,Pavel Rejžek
2020-02-29,Sat,14:30 ,Příbram,Mladá Boleslav,0,0,Energon Aréna,Ondřej Ginzel
2020-02-29,Sat,14:30 ,Opava,Sigma Olomouc,2,1,Stadion v Městských sadech,Alex Denev
2020-02-29,Sat,17:00 ,Sparta Prague,Fastav Zlín,2,2,Generali Arena,Pavel Orel
2020-03-01,Sun,14:30 ,Slovácko,Slavia Prague,2,0,Městský fotbalový stadion Miroslava Vale...,Ondřej Berka
2020-03-01,Sun,17:00 ,Bohemians 1905,Karviná,0,0,Stadion Ďolíček,Miroslav Zelinka
2020-03-07,Sat,14:30 ,Fastav Zlín,Bohemians 1905,2,3,Stadion Letná,Tomáš Klíma
2020-03-07,Sat,14:30 ,Sigma Olomouc,Jablonec,1,1,Andrův stadion,Petr Hocek
2020-03-07,Sat,17:00 ,Viktoria Plzeň,České Budĕjov.,1,0,Doosan Arena,Ondřej Pechanec
2020-03-08,Sun,14:30 ,Karviná,Příbram,2,0,Městský stadion,Pavel Královec
2020-03-08,Sun,14:30 ,Slovan Liberec,Opava,4,0,Stadion u Nisy,Miroslav Zelinka
2020-03-08,Sun,15:00 ,Teplice,Slovácko,0,0,Na Stínadlech,Pavel Rejžek
2020-03-08,Sun,17:00 ,Slavia Prague,Sparta Prague,1,1,Sinobo Stadium,Pavel Franek
2020-03-09,Mon,18:00 ,Baník Ostrava,Mladá Boleslav,2,3,Městský stadion - Vítkovice Aréna,Radek Dubravsky
2020-05-23,Sat,18:00 ,Teplice,Slovan Liberec,2,0,Na Stínadlech,Emanuel Marek
2020-05-26,Tue,18:00 ,Příbram,Baník Ostrava,0,0,Energon Aréna,Emanuel Marek
2020-05-26,Tue,18:00 ,Jablonec,Fastav Zlín,1,0,Stadion Střelnice,Ondřej Lerch
2020-05-26,Tue,18:00 ,Slovácko,Sigma Olomouc,0,0,Městský fotbalový stadion Miroslava Vale...,Tomáš Klíma
2020-05-26,Tue,20:00 ,Mladá Boleslav,Slavia Prague,0,1,Adidas Aréna,Miroslav Zelinka
2020-05-27,Wed,18:00 ,Bohemians 1905,Teplice,4,0,Stadion Ďolíček,Ondřej Pechanec
2020-05-27,Wed,18:00 ,Opava,Karviná,0,0,Stadion v Městských sadech,Pavel Franek
2020-05-27,Wed,18:00 ,České Budĕjov.,Slovan Liberec,0,1,Fotbalový stadion Střelecký ostrov,Karel Hrubes
2020-05-27,Wed,20:00 ,Sparta Prague,Viktoria Plzeň,1,2,Generali Arena,Ondřej Berka
2020-05-30,Sat,14:00 ,Sigma Olomouc,Příbram,1,2,Andrův stadion,Pavel Rejžek
2020-05-30,Sat,16:00 ,Fastav Zlín,Baník Ostrava,1,1,Stadion Letná,J. Machálek
2020-05-30,Sat,16:00 ,Slovan Liberec,Slovácko,3,1,Stadion u Nisy,Radek Dubravsky
2020-05-30,Sat,18:00 ,Viktoria Plzeň,Mladá Boleslav,7,1,Doosan Arena,Pavel Orel
2020-05-30,Sat,20:00 ,Slavia Prague,Jablonec,5,0,Sinobo Stadium,Pavel Královec
2020-05-31,Sun,14:00 ,Teplice,Opava,2,2,Na Stínadlech,Karel Hrubes
2020-05-31,Sun,16:00 ,Bohemians 1905,České Budĕjov.,3,2,Stadion Ďolíček,Ondřej Berka
2020-05-31,Sun,18:00 ,Karviná,Sparta Prague,1,4,Městský stadion,Miroslav Zelinka
2020-06-02,Tue,18:00 ,Mladá Boleslav,Fastav Zlín,1,1,Adidas Aréna,Zbyněk Proske
2020-06-02,Tue,18:00 ,Jablonec,Slovan Liberec,0,1,Stadion Střelnice,Pavel Rejžek
2020-06-02,Tue,20:00 ,Příbram,Slavia Prague,0,1,Energon Aréna,Ondřej Pechanec
2020-06-03,Wed,18:00 ,Baník Ostrava,Viktoria Plzeň,0,2,Městský stadion - Vítkovice Aréna,Karel Hrubes
2020-06-03,Wed,18:00 ,Slovácko,Karviná,2,0,Městský fotbalový stadion Miroslava Vale...,Pavel Královec
2020-06-03,Wed,18:00 ,České Budĕjov.,Sigma Olomouc,2,0,Fotbalový stadion Střelecký ostrov,Paval Julínek
2020-06-03,Wed,18:00 ,Opava,Bohemians 1905,0,1,Stadion v Městských sadech,Petr Ardeleánu
2020-06-03,Wed,20:00 ,Sparta Prague,Teplice,3,0,Generali Arena,Petr Hocek
2020-06-06,Sat,16:00 ,Fastav Zlín,Příbram,1,0,Stadion Letná,Pavel Královec
2020-06-06,Sat,18:00 ,Slovan Liberec,Mladá Boleslav,2,2,Stadion u Nisy,Tomáš Klíma
2020-06-06,Sat,20:00 ,Bohemians 1905,Sparta Prague,0,1,Stadion Ďolíček,Zbyněk Proske
2020-06-07,Sun,15:00 ,Karviná,České Budĕjov.,0,0,Městský stadion,Ondřej Lerch
2020-06-07,Sun,15:00 ,Opava,Slovácko,1,1,Stadion v Městských sadech,Pavel Orel
2020-06-07,Sun,17:00 ,Teplice,Jablonec,1,2,Na Stínadlech,Ondřej Ginzel
2020-06-07,Sun,17:00 ,Sigma Olomouc,Baník Ostrava,2,3,Andrův stadion,Petr Ardeleánu
2020-06-07,Sun,19:00 ,Slavia Prague,Viktoria Plzeň,0,0,Sinobo Stadium,Pavel Franek
2020-06-10,Wed,18:00 ,České Budĕjov.,Teplice,3,1,Fotbalový stadion Střelecký ostrov,Pavel Franek
2020-06-10,Wed,18:00 ,Slovácko,Bohemians 1905,1,2,Městský fotbalový stadion Miroslava Vale...,Ondřej Lerch
2020-06-10,Wed,18:00 ,Příbram,Slovan Liberec,2,1,Energon Aréna,Paval Julínek
2020-06-10,Wed,18:00 ,Viktoria Plzeň,Fastav Zlín,3,0,Doosan Arena,Pavel Rejžek
2020-06-10,Wed,18:00 ,Jablonec,Karviná,1,0,Stadion Střelnice,Jana Adámková
2020-06-10,Wed,18:00 ,Baník Ostrava,Slavia Prague,2,2,Městský stadion - Vítkovice Aréna,Ondřej Berka
2020-06-10,Wed,18:00 ,Sparta Prague,Opava,2,0,Generali Arena,Emanuel Marek
2020-06-10,Wed,18:00 ,Mladá Boleslav,Sigma Olomouc,0,2,Adidas Aréna,Miroslav Zelinka
2020-06-14,Sun,17:00 ,Karviná,Mladá Boleslav,2,2,Městský stadion,Paval Julínek
2020-06-14,Sun,17:00 ,Bohemians 1905,Jablonec,3,0,Stadion Ďolíček,Karel Hrubes
2020-06-14,Sun,17:00 ,Slavia Prague,Fastav Zlín,1,0,Sinobo Stadium,Petr Ardeleánu
2020-06-14,Sun,17:00 ,Slovácko,Sparta Prague,0,2,Městský fotbalový stadion Miroslava Vale...,Pavel Franek
2020-06-14,Sun,17:00 ,Sigma Olomouc,Viktoria Plzeň,0,1,Andrův stadion,Emanuel Marek
2020-06-14,Sun,17:00 ,Teplice,Příbram,4,0,Na Stínadlech,Ondřej Berka
2020-06-14,Sun,17:00 ,Opava,České Budĕjov.,2,0,Stadion v Městských sadech,Ondřej Pechanec
2020-06-14,Sun,17:00 ,Slovan Liberec,Baník Ostrava,0,0,Stadion u Nisy,Miroslav Zelinka
2020-06-20,Sat,15:30 ,Fastav Zlín,Opava,3,1,Stadion Letná,Karel Hrubes
2020-06-20,Sat,15:30 ,Příbram,Sigma Olomouc,2,0,Energon Aréna,Pavel Franek
2020-06-20,Sat,15:30 ,Teplice,Karviná,4,1,Na Stínadlech,Ondřej Lerch
2020-06-20,Sat,17:30 ,Sparta Prague,Slovan Liberec,4,1,Generali Arena,Petr Ardeleánu
2020-06-20,Sat,20:00 ,Baník Ostrava,Slavia Prague,1,3,Městský stadion - Vítkovice Aréna,Pavel Královec
2020-06-21,Sun,15:00 ,Slovácko,Bohemians 1905,1,2,Městský fotbalový stadion Miroslava Vale...,Pavel Rejžek
2020-06-21,Sun,17:00 ,Mladá Boleslav,České Budĕjov.,2,1,Adidas Aréna,Zbyněk Proske
2020-06-21,Sun,19:00 ,Viktoria Plzeň,Jablonec,2,0,Doosan Arena,Paval Julínek
2020-06-23,Tue,17:30 ,Sigma Olomouc,Teplice,0,0,Andrův stadion,Jana Adámková
2020-06-23,Tue,17:30 ,Karviná,Opava,0,0,Městský stadion,Pavel Královec
2020-06-23,Tue,17:30 ,Fastav Zlín,Příbram,1,0,Stadion Letná,Pavel Orel
2020-06-23,Tue,20:00 ,Sparta Prague,Baník Ostrava,3,2,Generali Arena,Tomáš Klíma
2020-06-24,Wed,17:30 ,Jablonec,Slovan Liberec,1,1,Stadion Střelnice,Ondřej Pechanec
2020-06-24,Wed,20:00 ,Slavia Prague,Viktoria Plzeň,1,0,Sinobo Stadium,Miroslav Zelinka
2020-06-27,Sat,15:00 ,České Budĕjov.,Mladá Boleslav,0,2,Fotbalový stadion Střelecký ostrov,Karel Hrubes
2020-06-27,Sat,17:30 ,Bohemians 1905,Slovácko,2,1,Stadion Ďolíček,Emanuel Marek
2020-06-27,Sat,20:00 ,Slovan Liberec,Baník Ostrava,2,1,Stadion u Nisy,Zbyněk Proske
2020-06-28,Sun,14:30 ,Opava,Příbram,0,0,Stadion v Městských sadech,Miroslav Zelinka
2020-06-28,Sun,14:30 ,Sigma Olomouc,Karviná,3,1,Andrův stadion,Ondřej Berka
2020-06-28,Sun,14:30 ,Teplice,Fastav Zlín,4,1,Na Stínadlech,Petr Hocek
2020-06-28,Sun,16:30 ,Viktoria Plzeň,Sparta Prague,2,1,Doosan Arena,Pavel Orel
2020-06-28,Sun,19:00 ,Slavia Prague,Jablonec,4,0,Sinobo Stadium,Ondřej Lerch
2020-07-04,Sat,20:00 ,Mladá Boleslav,Bohemians 1905,3,0,Adidas Aréna,Ondřej Lerch
2020-07-05,Sun,17:00 ,Slovan Liberec,Slavia Prague,1,3,Stadion u Nisy,Pavel Franek
2020-07-05,Sun,17:00 ,Baník Ostrava,Viktoria Plzeň,0,0,Městský stadion - Vítkovice Aréna,Petr Ardeleánu
2020-07-05,Sun,17:00 ,Sparta Prague,Jablonec,3,0,Generali Arena,Pavel Rejžek
2020-07-07,Tue,20:00 ,Bohemians 1905,Mladá Boleslav,2,1,Stadion Ďolíček,Miroslav Zelinka
2020-07-08,Wed,18:00 ,Slavia Prague,Sparta Prague,0,0,Sinobo Stadium,Ondřej Berka
2020-07-08,Wed,18:00 ,Jablonec,Baník Ostrava,1,1,Stadion Střelnice,Karel Hrubes
2020-07-08,Wed,18:00 ,Viktoria Plzeň,Slovan Liberec,4,0,Doosan Arena,Pavel Rejžek
2020-07-12,Sun,17:00 ,Slovan Liberec,Mladá Boleslav,2,0,Stadion u Nisy,Petr Ardeleánu
2020-08-21,Fri,18:00 ,Viktoria Plzeň,Opava,3,1,Doosan Arena,Alex Denev
2020-08-22,Sat,17:00 ,Fastav Zlín,Slovácko,1,2,Stadion Letná,Pavel Královec
2020-08-22,Sat,17:00 ,Příbram,Teplice,1,3,Energon Aréna,Ondřej Berka
2020-08-22,Sat,17:00 ,Sigma Olomouc,Slovan Liberec,1,0,Andrův stadion,Paval Julínek
2020-08-22,Sat,19:30 ,Zbrojovka Brno,Sparta Prague,1,4,Městský fotbalový stadion Srbská,Pavel Franek
2020-08-23,Sun,16:30 ,Jablonec,FK Pardubice,1,0,Stadion Střelnice,Petr Ardeleánu
2020-08-23,Sun,16:30 ,České Budĕjov.,Slavia Prague,0,6,Fotbalový stadion Střelecký ostrov,Miroslav Zelinka
2020-08-23,Sun,16:30 ,Karviná,Baník Ostrava,0,0,Městský stadion,Karel Hrubes
2020-08-23,Sun,18:30 ,Bohemians 1905,Mladá Boleslav,4,0,Stadion Ďolíček,Pavel Rejžek
2020-08-28,Fri,18:00 ,Baník Ostrava,České Budĕjov.,2,2,Městský stadion - Vítkovice Aréna,Petr Ardeleánu
2020-08-29,Sat,17:00 ,Slovácko,Jablonec,1,1,Městský fotbalový stadion Miroslava Vale...,Ondřej Pechanec
2020-08-29,Sat,17:00 ,Mladá Boleslav,Fastav Zlín,1,3,Adidas Aréna,Jiří Houdek
2020-08-29,Sat,17:00 ,Opava,Karviná,1,2,Stadion v Městských sadech,Miroslav Zelinka
2020-08-29,Sat,19:30 ,Slavia Prague,Příbram,3,0,Sinobo Stadium,Ondřej Ginzel
2020-08-30,Sun,16:30 ,Zbrojovka Brno,Bohemians 1905,0,0,Městský fotbalový stadion Srbská,Zbyněk Proske
2020-08-30,Sun,16:30 ,Slovan Liberec,Viktoria Plzeň,4,1,Stadion u Nisy,Pavel Franek
2020-08-30,Sun,16:30 ,FK Pardubice,Teplice,2,1,Stadion Ďolíček,Karel Hrubes
2020-08-30,Sun,19:00 ,Sparta Prague,Sigma Olomouc,3,0,Generali Arena,Pavel Orel
2020-09-11,Fri,18:00 ,Sigma Olomouc,Bohemians 1905,3,0,Andrův stadion,Jan Cihlář
2020-09-12,Sat,17:00 ,Teplice,Slovácko,0,2,Na Stínadlech,Pavel Rejžek
2020-09-12,Sat,17:00 ,Jablonec,Baník Ostrava,2,0,Stadion Střelnice,J. Machálek
2020-09-12,Sat,17:00 ,České Budĕjov.,Slovan Liberec,0,2,Fotbalový stadion Střelecký ostrov,Emanuel Marek
2020-09-12,Sat,17:00 ,Příbram,Opava,1,1,Energon Aréna,Petr Hocek
2020-09-12,Sat,19:30 ,FK Pardubice,Slavia Prague,1,1,Stadion Ďolíček,Pavel Královec
2020-09-13,Sun,16:30 ,Karviná,Sparta Prague,2,5,Městský stadion,Zbyněk Proske
2020-09-13,Sun,16:30 ,Fastav Zlín,Zbrojovka Brno,3,1,Stadion Letná,Ondřej Pechanec
2020-09-13,Sun,19:00 ,Viktoria Plzeň,Mladá Boleslav,2,1,Doosan Arena,Pavel Orel
2020-09-18,Fri,20:00 ,Slavia Prague,Teplice,5,1,Sinobo Stadium,Emanuel Marek
2020-09-19,Sat,16:30 ,Baník Ostrava,FK Pardubice,3,0,Městský stadion - Vítkovice Aréna,Zbyněk Proske
2020-09-19,Sat,16:30 ,Opava,České Budĕjov.,0,0,Stadion v Městských sadech,Pavel Franek
2020-09-19,Sat,19:00 ,Bohemians 1905,Viktoria Plzeň,1,4,Stadion Ďolíček,Paval Julínek
2020-09-20,Sun,15:30 ,Zbrojovka Brno,Sigma Olomouc,2,4,Městský fotbalový stadion Srbská,Jan Petřík
2020-09-20,Sun,15:30 ,Slovan Liberec,Karviná,1,1,Stadion u Nisy,Jiri Musil
2020-09-20,Sun,18:00 ,Sparta Prague,Fastav Zlín,3,1,Generali Arena,Pavel Rejžek
2020-09-21,Mon,18:00 ,Mladá Boleslav,Jablonec,2,0,Adidas Aréna,Pavel Královec
2020-09-26,Sat,16:30 ,Karviná,Mladá Boleslav,0,0,Městský stadion,Alex Denev
2020-09-26,Sat,16:30 ,Fastav Zlín,Sigma Olomouc,0,1,Stadion Letná,Jana Adámková
2020-09-26,Sat,16:30 ,Teplice,Baník Ostrava,2,1,Na Stínadlech,Paval Julínek
2020-09-26,Sat,19:00 ,Slavia Prague,Slovácko,3,0,Sinobo Stadium,Pavel Franek
2020-09-27,Sun,15:30 ,Viktoria Plzeň,Zbrojovka Brno,4,1,Doosan Arena,Ondřej Ginzel
2020-09-27,Sun,15:30 ,FK Pardubice,Slovan Liberec,3,0,Stadion Ďolíček,Pavel Orel
2020-09-27,Sun,15:30 ,Jablonec,Opava,4,1,Stadion Střelnice,Karel Hrubes
2020-09-27,Sun,18:00 ,Příbram,Sparta Prague,1,3,Energon Aréna,Miroslav Zelinka
2020-10-02,Fri,19:00 ,Slovácko,FK Pardubice,0,1,Městský fotbalový stadion Miroslava Vale...,Petr Hocek
2020-10-03,Sat,16:30 ,Zbrojovka Brno,Karviná,0,2,Městský fotbalový stadion Srbská,Pavel Královec
2020-10-03,Sat,16:30 ,Mladá Boleslav,České Budĕjov.,2,2,Adidas Aréna,Paval Julínek
2020-10-03,Sat,16:30 ,Opava,Teplice,2,1,Stadion v Městských sadech,Pavel Orel
2020-10-03,Sat,19:00 ,Sparta Prague,Jablonec,2,1,Generali Arena,Ondřej Pechanec
2020-10-04,Sun,15:30 ,Bohemians 1905,Fastav Zlín,2,0,Stadion Ďolíček,Ondřej Lerch
2020-10-04,Sun,15:30 ,Slovan Liberec,Příbram,3,0,Stadion u Nisy,Zbyněk Proske
2020-10-04,Sun,15:30 ,Sigma Olomouc,Viktoria Plzeň,2,2,Andrův stadion,Petr Ardeleánu
2020-10-04,Sun,18:00 ,Baník Ostrava,Slavia Prague,0,1,Městský stadion - Vítkovice Aréna,Karel Hrubes
2020-11-06,Fri,18:00 ,Jablonec,Zbrojovka Brno,0,1,Stadion Střelnice,Ondřej Berka
2020-11-07,Sat,14:00 ,FK Pardubice,Opava,1,0,Stadion Ďolíček,Petr Ardeleánu
2020-11-07,Sat,16:00 ,Slovácko,Sigma Olomouc,0,0,Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka
2020-11-07,Sat,16:00 ,České Budĕjov.,Fastav Zlín,1,2,Fotbalový stadion Střelecký ostrov,Karel Hrubes
2020-11-07,Sat,18:15 ,Příbram,Baník Ostrava,0,4,Energon Aréna,Pavel Královec
2020-11-08,Sun,14:00 ,Karviná,Bohemians 1905,2,1,Městský stadion,Paval Julínek
2020-11-08,Sun,14:00 ,Teplice,Slovan Liberec,1,2,Na Stínadlech,Ondřej Pechanec
2020-11-08,Sun,16:00 ,Slavia Prague,Mladá Boleslav,1,0,Sinobo Stadium,Pavel Rejžek
2020-11-08,Sun,18:15 ,Viktoria Plzeň,Sparta Prague,3,1,Doosan Arena,Pavel Franek
2020-11-14,Sat,16:00 ,Slovácko,Příbram,5,1,Městský fotbalový stadion Miroslava Vale...,Ondřej Berka
