Game Week,Weekday,Date,Time,Home Team,Score,Away Team,Attendance,Venue,Referee,Match Report,Notes
3,Sat,2019-07-27,19:30 ,Viktoria Plzeň,3–2,Karviná,"7,035",Doosan Arena,Ondřej Ginzel,Match Report,
3,Sun,2019-07-28,16:30 ,Jablonec,6–0,Slovácko,"2,681",Stadion Střelnice,Pavel Rejžek,Match Report,
3,Sun,2019-07-28,16:30 ,Mladá Boleslav,4–1,Opava,"2,662",Adidas Aréna,Ondřej Lerch,Match Report,
3,Sun,2019-07-28,19:00 ,Slavia Prague,1–0,Sigma Olomouc,"13,263",Sinobo Stadium,Zbyněk Proske,Match Report,
3,Mon,2019-07-29,18:00 ,České Budĕjov.,2–2,Sparta Prague,"6,681",Fotbalový stadion Střelecký ostrov,Karel Hrubes,Match Report,
,,,,,,,,,,,
4,Fri,2019-08-02,18:00 ,Opava,0–2,Baník Ostrava,"6,087",Stadion v Městských sadech,Paval Julínek,Match Report,
4,Sat,2019-08-03,17:00 ,Slovácko,1–0,Fastav Zlín,"5,742",Městský fotbalový stadion Miroslava Vale...,Radek Dubravsky,Match Report,
4,Sat,2019-08-03,17:00 ,Slovan Liberec,0–1,Sigma Olomouc,"3,942",Stadion u Nisy,Jiří Houdek,Match Report,
4,Sat,2019-08-03,19:30 ,Bohemians 1905,0–0,Viktoria Plzeň,"6,031",Stadion Ďolíček,Karel Hrubes,Match Report,
4,Sun,2019-08-04,16:30 ,Karviná,0–0,Slavia Prague,"4,833",Městský stadion,J. Machálek,Match Report,
4,Sun,2019-08-04,16:30 ,České Budĕjov.,1–1,Jablonec,"4,474",Fotbalový stadion Střelecký ostrov,Emanuel Marek,Match Report,
4,Sun,2019-08-04,19:00 ,Sparta Prague,3–0,Příbram,"11,007",Generali Arena,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
5,Fri,2019-08-09,18:00 ,Fastav Zlín,1–0,Teplice,"3,198",Stadion Letná,Ondřej Ginzel,Match Report,
5,Sat,2019-08-10,15:00 ,Baník Ostrava,4–2,Bohemians 1905,"8,350",Městský stadion - Vítkovice Aréna,Miroslav Zelinka,Match Report,
5,Sat,2019-08-10,17:00 ,Sigma Olomouc,1–1,Karviná,"3,776",Andrův stadion,Karel Hrubes,Match Report,
5,Sat,2019-08-10,17:00 ,Příbram,2–0,České Budĕjov.,"3,186",Energon Aréna,Ondřej Berka,Match Report,
5,Sat,2019-08-10,19:30 ,Slavia Prague,1–0,Slovan Liberec,252,Sinobo Stadium,Emanuel Marek,Match Report,
5,Sun,2019-08-11,16:30 ,Viktoria Plzeň,0–2,Slovácko,"8,790",Doosan Arena,Paval Julínek,Match Report,
5,Sun,2019-08-11,16:30 ,Jablonec,2–1,Opava,"2,843",Stadion Střelnice,Jana Adamkova,Match Report,
5,Sun,2019-08-11,19:00 ,Mladá Boleslav,4–3,Sparta Prague,"5,000",Adidas Aréna,Pavel Franek,Match Report,
,,,,,,,,,,,
6,Fri,2019-08-16,18:00 ,České Budĕjov.,0–3,Slavia Prague,"6,681",Fotbalový stadion Střelecký ostrov,Paval Julínek,Match Report,
6,Sat,2019-08-17,17:00 ,Opava,0–3,Fastav Zlín,"2,949",Stadion v Městských sadech,Pavel Rejžek,Match Report,
6,Sat,2019-08-17,17:00 ,Slovácko,2–0,Příbram,"4,076",Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka,Match Report,
6,Sat,2019-08-17,19:30 ,Bohemians 1905,3–2,Sigma Olomouc,"5,375",Stadion Ďolíček,Ondřej Lerch,Match Report,
6,Sun,2019-08-18,15:00 ,Sparta Prague,2–0,Baník Ostrava,"14,123",Generali Arena,Ondřej Ginzel,Match Report,
6,Sun,2019-08-18,17:00 ,Jablonec,2–1,Mladá Boleslav,"3,053",Stadion Střelnice,Tomáš Klíma,Match Report,
6,Sun,2019-08-18,17:00 ,Karviná,0–1,Slovan Liberec,"2,960",Městský stadion,Jana Adamkova,Match Report,
6,Sun,2019-08-18,19:00 ,Teplice,1–1,Viktoria Plzeň,"5,241",Na Stínadlech,Ondřej Berka,Match Report,
,,,,,,,,,,,
7,Fri,2019-08-23,18:00 ,Baník Ostrava,3–0,Slovácko,"7,287",Městský stadion - Vítkovice Aréna,Karel Hrubes,Match Report,
7,Fri,2019-08-23,18:00 ,Sigma Olomouc,2–0,Teplice,"3,092",Andrův stadion,Tomáš Klíma,Match Report,
7,Sat,2019-08-24,17:00 ,Fastav Zlín,1–4,Karviná,"3,514",Stadion Letná,Pavel Franek,Match Report,
7,Sat,2019-08-24,17:00 ,Příbram,4–0,Jablonec,"2,872",Energon Aréna,Jiří Houdek,Match Report,
7,Sat,2019-08-24,19:30 ,Slavia Prague,4–0,Bohemians 1905,"16,243",Sinobo Stadium,Pavel Rejžek,Match Report,
7,Sun,2019-08-25,16:30 ,Viktoria Plzeň,4–0,Opava,"8,113",Doosan Arena,Miroslav Zelinka,Match Report,
7,Sun,2019-08-25,16:30 ,Mladá Boleslav,4–2,České Budĕjov.,"2,852",Adidas Aréna,Zbyněk Proske,Match Report,
7,Sun,2019-08-25,19:00 ,Slovan Liberec,3–1,Sparta Prague,"8,765",Stadion u Nisy,Paval Julínek,Match Report,
,,,,,,,,,,,
8,Sat,2019-08-31,15:00 ,Bohemians 1905,2–1,Slovan Liberec,"4,187",Stadion Ďolíček,J. Machálek,Match Report,
8,Sat,2019-08-31,17:00 ,Slovácko,1–1,Mladá Boleslav,"4,236",Městský fotbalový stadion Miroslava Vale...,Cieslar Ondřej,Match Report,
8,Sat,2019-08-31,19:30 ,Příbram,1–2,Viktoria Plzeň,"5,862",Energon Aréna,Pavel Franek,Match Report,
8,Sun,2019-09-01,16:30 ,Jablonec,2–1,Baník Ostrava,"3,017",Stadion Střelnice,Radek Dubravsky,Match Report,
8,Sun,2019-09-01,16:30 ,České Budĕjov.,2–0,Fastav Zlín,"3,447",Fotbalový stadion Střelecký ostrov,Karel Hrubes,Match Report,
8,Sun,2019-09-01,16:30 ,Opava,1–1,Slavia Prague,"4,795",Stadion v Městských sadech,Ondřej Berka,Match Report,
8,Sun,2019-09-01,16:30 ,Teplice,0–0,Karviná,"3,169",Na Stínadlech,Jiří Houdek,Match Report,
8,Sun,2019-09-01,19:00 ,Sparta Prague,3–3,Sigma Olomouc,"9,407",Generali Arena,Zbyněk Proske,Match Report,
,,,,,,,,,,,
9,Fri,2019-09-13,18:00 ,Sigma Olomouc,2–0,Opava,"3,576",Andrův stadion,J. Machálek,Match Report,
9,Sat,2019-09-14,16:30 ,Mladá Boleslav,6–0,Příbram,"2,822",Adidas Aréna,Radek Dubravsky,Match Report,
9,Sat,2019-09-14,16:30 ,Slovan Liberec,1–1,Teplice,"3,218",Stadion u Nisy,Karel Hrubes,Match Report,
9,Sat,2019-09-14,19:00 ,Slavia Prague,3–0,Slovácko,"13,789",Sinobo Stadium,Pavel Franek,Match Report,
9,Sun,2019-09-15,15:00 ,Fastav Zlín,0–2,Sparta Prague,"5,650",Stadion Letná,Jiří Houdek,Match Report,
9,Sun,2019-09-15,15:00 ,Karviná,0–0,Bohemians 1905,"3,623",Městský stadion,Emanuel Marek,Match Report,
9,Sun,2019-09-15,17:00 ,Baník Ostrava,2–1,České Budĕjov.,"8,472",Městský stadion - Vítkovice Aréna,Ondřej Pechanec,Match Report,
9,Mon,2019-09-16,18:00 ,Viktoria Plzeň,3–2,Jablonec,"9,386",Doosan Arena,Pavel Rejžek,Match Report,
,,,,,,,,,,,
4,Wed,2019-09-18,18:00 ,Teplice,2–0,Mladá Boleslav,"2,518",Na Stínadlech,Pavel Rejžek,Match Report,
,,,,,,,,,,,
10,Fri,2019-09-20,18:00 ,Bohemians 1905,2–2,Fastav Zlín,"4,301",Stadion Ďolíček,Jana Adamkova,Match Report,
10,Sat,2019-09-21,16:30 ,Příbram,0–2,Karviná,"2,162",Energon Aréna,J. Machálek,Match Report,
10,Sat,2019-09-21,16:30 ,Slovácko,1–1,Teplice,"3,876",Městský fotbalový stadion Miroslava Vale...,Zbyněk Proske,Match Report,
10,Sat,2019-09-21,16:30 ,Opava,1–1,Slovan Liberec,"3,181",Stadion v Městských sadech,Pavel Franek,Match Report,
10,Sat,2019-09-21,19:00 ,České Budĕjov.,0–3,Viktoria Plzeň,"6,143",Fotbalový stadion Střelecký ostrov,Ondřej Berka,Match Report,
10,Sun,2019-09-22,15:30 ,Mladá Boleslav,2–0,Baník Ostrava,"4,324",Adidas Aréna,Jiří Houdek,Match Report,
10,Sun,2019-09-22,18:00 ,Sparta Prague,0–3,Slavia Prague,"17,292",Generali Arena,Miroslav Zelinka,Match Report,
10,Mon,2019-09-23,18:00 ,Jablonec,2–2,Sigma Olomouc,"2,529",Stadion Střelnice,Emanuel Marek,Match Report,
,,,,,,,,,,,
11,Fri,2019-09-27,18:00 ,Teplice,1–0,Bohemians 1905,"2,703",Na Stínadlech,Ondřej Lerch,Match Report,
11,Sat,2019-09-28,16:30 ,Fastav Zlín,0–1,Jablonec,"3,009",Stadion Letná,Pavel Franek,Match Report,
11,Sat,2019-09-28,16:30 ,Sigma Olomouc,2–2,Slovácko,"4,105",Andrův stadion,Ondřej Berka,Match Report,
11,Sat,2019-09-28,19:00 ,Slavia Prague,1–0,Mladá Boleslav,"18,079",Sinobo Stadium,Emanuel Marek,Match Report,
11,Sun,2019-09-29,15:30 ,Karviná,1–1,Opava,"3,627",Městský stadion,Miroslav Zelinka,Match Report,
11,Sun,2019-09-29,18:00 ,Viktoria Plzeň,1–0,Sparta Prague,"11,536",Doosan Arena,Ondřej Pechanec,Match Report,
11,Mon,2019-09-30,18:00 ,Slovan Liberec,4–2,České Budĕjov.,"2,936",Stadion u Nisy,Pavel Rejžek,Match Report,
11,Mon,2019-09-30,18:00 ,Baník Ostrava,3–0,Příbram,"6,250",Městský stadion - Vítkovice Aréna,Zbyněk Proske,Match Report,
,,,,,,,,,,,
12,Fri,2019-10-04,18:00 ,Slovácko,3–1,Slovan Liberec,"3,863",Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka,Match Report,
12,Sat,2019-10-05,16:30 ,Příbram,0–0,Sigma Olomouc,"1,860",Energon Aréna,Paval Julínek,Match Report,
12,Sat,2019-10-05,16:30 ,Baník Ostrava,4–0,Fastav Zlín,"6,073",Městský stadion - Vítkovice Aréna,J. Machálek,Match Report,
12,Sat,2019-10-05,16:30 ,Opava,0–1,Teplice,"3,212",Stadion v Městských sadech,Ondřej Berka,Match Report,
12,Sat,2019-10-05,19:00 ,Sparta Prague,4–0,Karviná,"7,181",Generali Arena,Pavel Franek,Match Report,
12,Sun,2019-10-06,15:30 ,Mladá Boleslav,2–1,Viktoria Plzeň,"4,215",Adidas Aréna,Ondřej Lerch,Match Report,
12,Sun,2019-10-06,15:30 ,České Budĕjov.,3–2,Bohemians 1905,"4,292",Fotbalový stadion Střelecký ostrov,Ondřej Ginzel,Match Report,
12,Sun,2019-10-06,18:00 ,Jablonec,0–2,Slavia Prague,"4,863",Stadion Střelnice,Zbyněk Proske,Match Report,
,,,,,,,,,,,
13,Sat,2019-10-19,14:30 ,Slovan Liberec,2–2,Jablonec,"5,555",Stadion u Nisy,Ondřej Pechanec,Match Report,
13,Sat,2019-10-19,16:30 ,Fastav Zlín,0–2,Mladá Boleslav,"2,918",Stadion Letná,Zbyněk Proske,Match Report,
13,Sat,2019-10-19,16:30 ,Sigma Olomouc,1–3,České Budĕjov.,"2,807",Andrův stadion,Jiří Houdek,Match Report,
13,Sat,2019-10-19,19:00 ,Slavia Prague,3–1,Příbram,"16,437",Sinobo Stadium,Miroslav Zelinka,Match Report,
13,Sun,2019-10-20,15:30 ,Karviná,0–2,Slovácko,"3,608",Městský stadion,Pavel Rejžek,Match Report,
13,Sun,2019-10-20,15:30 ,Viktoria Plzeň,3–0,Baník Ostrava,"10,088",Doosan Arena,Emanuel Marek,Match Report,
13,Sun,2019-10-20,15:30 ,Bohemians 1905,1–0,Opava,"5,081",Stadion Ďolíček,Pavel Královec,Match Report,
13,Sun,2019-10-20,18:00 ,Teplice,1–1,Sparta Prague,"12,362",Na Stínadlech,J. Machálek,Match Report,
,,,,,,,,,,,
14,Fri,2019-10-25,18:00 ,Jablonec,4–1,Teplice,"2,189",Stadion Střelnice,Paval Julínek,Match Report,
14,Sat,2019-10-26,14:30 ,Příbram,0–0,Fastav Zlín,"2,167",Energon Aréna,Pavel Královec,Match Report,
14,Sat,2019-10-26,14:30 ,Baník Ostrava,2–2,Sigma Olomouc,"9,780",Městský stadion - Vítkovice Aréna,Radek Dubravsky,Match Report,
14,Sat,2019-10-26,14:30 ,Slovácko,4–0,Opava,"4,076",Městský fotbalový stadion Miroslava Vale...,Emanuel Marek,Match Report,
14,Sat,2019-10-26,17:00 ,Sparta Prague,4–0,Bohemians 1905,"12,157",Generali Arena,Zbyněk Proske,Match Report,
14,Sun,2019-10-27,14:30 ,Mladá Boleslav,1–3,Slovan Liberec,"3,899",Adidas Aréna,Pavel Rejžek,Match Report,
14,Sun,2019-10-27,14:30 ,České Budĕjov.,3–0,Karviná,"3,871",Fotbalový stadion Střelecký ostrov,Ondřej Pechanec,Match Report,
14,Sun,2019-10-27,17:00 ,Viktoria Plzeň,0–1,Slavia Prague,"11,625",Doosan Arena,Pavel Franek,Match Report,
,,,,,,,,,,,
15,Fri,2019-11-01,18:00 ,Bohemians 1905,0–0,Slovácko,"3,496",Stadion Ďolíček,Pavel Franek,Match Report,
15,Sat,2019-11-02,14:30 ,Sigma Olomouc,2–2,Mladá Boleslav,"2,406",Andrův stadion,Ondřej Ginzel,Match Report,
15,Sat,2019-11-02,17:00 ,Slavia Prague,4–0,Baník Ostrava,"18,297",Sinobo Stadium,Tomáš Klíma,Match Report,
15,Sun,2019-11-03,14:30 ,Slovan Liberec,3–2,Příbram,"2,914",Stadion u Nisy,Cieslar Ondřej,Match Report,
15,Sun,2019-11-03,14:30 ,Karviná,0–1,Jablonec,"2,530",Městský stadion,Ondřej Berka,Match Report,
15,Sun,2019-11-03,14:30 ,Teplice,1–3,České Budĕjov.,"2,723",Na Stínadlech,Zbyněk Proske,Match Report,
15,Sun,2019-11-03,17:00 ,Opava,0–1,Sparta Prague,"4,566",Stadion v Městských sadech,Miroslav Zelinka,Match Report,
15,Mon,2019-11-04,18:00 ,Fastav Zlín,1–1,Viktoria Plzeň,"3,742",Stadion Letná,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
16,Fri,2019-11-08,18:00 ,Mladá Boleslav,2–1,Bohemians 1905,"2,552",Adidas Aréna,Emanuel Marek,Match Report,
16,Fri,2019-11-08,18:00 ,Baník Ostrava,3–0,Karviná,"8,863",Městský stadion - Vítkovice Aréna,Pavel Franek,Match Report,
16,Sat,2019-11-09,14:30 ,Příbram,0–0,Opava,"1,827",Energon Aréna,Pavel Rejžek,Match Report,
16,Sat,2019-11-09,14:30 ,Fastav Zlín,1–0,Sigma Olomouc,"3,081",Stadion Letná,Pavel Orel,Match Report,
16,Sat,2019-11-09,17:00 ,Jablonec,2–2,Sparta Prague,"4,103",Stadion Střelnice,Pavel Královec,Match Report,
16,Sun,2019-11-10,14:30 ,Viktoria Plzeň,4–1,Slovan Liberec,"7,463",Doosan Arena,Zbyněk Proske,Match Report,
16,Sun,2019-11-10,14:30 ,České Budĕjov.,2–0,Slovácko,"3,266",Fotbalový stadion Střelecký ostrov,Miroslav Zelinka,Match Report,
16,Sun,2019-11-10,17:00 ,Slavia Prague,3–0,Teplice,"16,271",Sinobo Stadium,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
17,Fri,2019-11-22,18:00 ,Sparta Prague,3–3,České Budĕjov.,"10,057",Generali Arena,Emanuel Marek,Match Report,
17,Sat,2019-11-23,14:30 ,Slovan Liberec,5–0,Fastav Zlín,"3,333",Stadion u Nisy,Petr Hocek,Match Report,
17,Sat,2019-11-23,14:30 ,Bohemians 1905,1–0,Příbram,"4,487",Stadion Ďolíček,Ondřej Berka,Match Report,
17,Sat,2019-11-23,14:30 ,Opava,1–0,Mladá Boleslav,"2,687",Stadion v Městských sadech,Pavel Franek,Match Report,
17,Sat,2019-11-23,17:00 ,Sigma Olomouc,0–0,Slavia Prague,"8,119",Andrův stadion,Pavel Rejžek,Match Report,
17,Sun,2019-11-24,14:30 ,Teplice,1–1,Baník Ostrava,"3,343",Na Stínadlech,Pavel Královec,Match Report,
17,Sun,2019-11-24,17:00 ,Karviná,1–1,Viktoria Plzeň,"3,718",Městský stadion,Miroslav Zelinka,Match Report,
17,Mon,2019-11-25,18:00 ,Slovácko,1–1,Jablonec,"3,874",Městský fotbalový stadion Miroslava Vale...,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
18,Fri,2019-11-29,18:00 ,Baník Ostrava,0–0,Opava,"12,855",Městský stadion - Vítkovice Aréna,Ondřej Berka,Match Report,
18,Sat,2019-11-30,14:30 ,Fastav Zlín,2–1,Slovácko,"4,051",Stadion Letná,Pavel Rejžek,Match Report,
18,Sat,2019-11-30,14:30 ,Sigma Olomouc,1–0,Slovan Liberec,"2,816",Andrův stadion,Alex Denev,Match Report,
18,Sat,2019-11-30,17:00 ,Příbram,0–1,Sparta Prague,"4,865",Energon Aréna,Ondřej Pechanec,Match Report,
18,Sun,2019-12-01,14:30 ,Jablonec,0–1,České Budĕjov.,"2,058",Stadion Střelnice,Ondřej Ginzel,Match Report,
18,Sun,2019-12-01,14:30 ,Viktoria Plzeň,1–0,Bohemians 1905,"7,260",Doosan Arena,Paval Julínek,Match Report,
18,Sun,2019-12-01,14:30 ,Mladá Boleslav,3–1,Teplice,"2,031",Adidas Aréna,Miroslav Zelinka,Match Report,
18,Sun,2019-12-01,17:00 ,Slavia Prague,2–0,Karviná,"12,042",Sinobo Stadium,Radek Dubravsky,Match Report,
,,,,,,,,,,,
19,Fri,2019-12-06,17:30 ,Bohemians 1905,0–2,Baník Ostrava,"4,012",Stadion Ďolíček,Cieslar Ondřej,Match Report,
19,Fri,2019-12-06,19:30 ,Slovan Liberec,0–3,Slavia Prague,"5,326",Stadion u Nisy,Miroslav Zelinka,Match Report,
19,Sat,2019-12-07,14:30 ,Teplice,2–1,Fastav Zlín,"1,524",Na Stínadlech,Alex Denev,Match Report,
19,Sat,2019-12-07,14:30 ,Opava,1–2,Jablonec,"2,512",Stadion v Městských sadech,Radek Dubravsky,Match Report,
19,Sat,2019-12-07,17:00 ,Slovácko,2–1,Viktoria Plzeň,"4,432",Městský fotbalový stadion Miroslava Vale...,Pavel Franek,Match Report,
19,Sun,2019-12-08,14:30 ,České Budĕjov.,2–0,Příbram,"4,114",Fotbalový stadion Střelecký ostrov,Pavel Královec,Match Report,
19,Sun,2019-12-08,14:30 ,Karviná,1–1,Sigma Olomouc,"2,487",Městský stadion,Ondřej Pechanec,Match Report,
19,Sun,2019-12-08,17:00 ,Sparta Prague,5–2,Mladá Boleslav,"9,573",Generali Arena,Pavel Rejžek,Match Report,
,,,,,,,,,,,
20,Fri,2019-12-13,18:00 ,Mladá Boleslav,2–3,Jablonec,"1,248",Adidas Aréna,Paval Julínek,Match Report,
20,Sat,2019-12-14,14:30 ,Fastav Zlín,2–0,Opava,"2,468",Stadion Letná,Ondřej Ginzel,Match Report,
20,Sat,2019-12-14,14:30 ,Příbram,1–4,Slovácko,"1,268",Energon Aréna,Ondřej Lerch,Match Report,
20,Sat,2019-12-14,14:30 ,Sigma Olomouc,1–1,Bohemians 1905,"2,412",Andrův stadion,Petr Hocek,Match Report,
20,Sat,2019-12-14,14:30 ,Slovan Liberec,3–0,Karviná,"1,760",Stadion u Nisy,Pavel Královec,Match Report,
20,Sat,2019-12-14,17:00 ,Baník Ostrava,0–0,Sparta Prague,"13,535",Městský stadion - Vítkovice Aréna,Miroslav Zelinka,Match Report,
20,Sun,2019-12-15,14:30 ,Viktoria Plzeň,1–1,Teplice,"6,118",Doosan Arena,Pavel Rejžek,Match Report,
20,Sun,2019-12-15,17:00 ,Slavia Prague,4–1,České Budĕjov.,"16,214",Sinobo Stadium,Pavel Franek,Match Report,
,,,,,,,,,,,
21,Fri,2020-02-14,18:00 ,České Budĕjov.,3–0,Mladá Boleslav,"3,188",Fotbalový stadion Střelecký ostrov,Pavel Královec,Match Report,
21,Sat,2020-02-15,14:30 ,Karviná,2–0,Fastav Zlín,"2,648",Městský stadion,Pavel Franek,Match Report,
21,Sat,2020-02-15,14:30 ,Slovácko,0–1,Baník Ostrava,"7,288",Městský fotbalový stadion Miroslava Vale...,Miroslav Zelinka,Match Report,
21,Sat,2020-02-15,14:30 ,Teplice,1–3,Sigma Olomouc,"2,247",Na Stínadlech,Zbyněk Proske,Match Report,
21,Sat,2020-02-15,17:00 ,Sparta Prague,0–2,Slovan Liberec,"12,236",Generali Arena,Ondřej Pechanec,Match Report,
21,Sun,2020-02-16,14:30 ,Opava,0–3,Viktoria Plzeň,"4,236",Stadion v Městských sadech,Emanuel Marek,Match Report,
21,Sun,2020-02-16,17:00 ,Bohemians 1905,1–0,Slavia Prague,"6,277",Stadion Ďolíček,Pavel Rejžek,Match Report,
21,Mon,2020-02-17,18:00 ,Jablonec,4–0,Příbram,"2,438",Stadion Střelnice,Ondřej Berka,Match Report,
,,,,,,,,,,,
22,Sat,2020-02-22,14:30 ,Mladá Boleslav,0–0,Slovácko,"2,763",Adidas Aréna,Pavel Franek,Match Report,
22,Sat,2020-02-22,14:30 ,Slavia Prague,2–0,Opava,"16,319",Sinobo Stadium,Ondřej Ginzel,Match Report,
22,Sat,2020-02-22,14:30 ,Slovan Liberec,3–1,Bohemians 1905,"3,999",Stadion u Nisy,Pavel Orel,Match Report,
22,Sat,2020-02-22,16:30 ,Viktoria Plzeň,4–0,Příbram,"9,632",Doosan Arena,Petr Hocek,Match Report,
22,Sun,2020-02-23,14:30 ,Fastav Zlín,2–3,České Budĕjov.,"2,712",Stadion Letná,Paval Julínek,Match Report,
22,Sun,2020-02-23,14:30 ,Karviná,3–0,Teplice,"2,452",Městský stadion,Ondřej Lerch,Match Report,
22,Sun,2020-02-23,17:00 ,Sigma Olomouc,1–0,Sparta Prague,"7,456",Andrův stadion,Pavel Královec,Match Report,
22,Mon,2020-02-24,18:00 ,Baník Ostrava,1–1,Jablonec,"9,945",Městský stadion - Vítkovice Aréna,Ondřej Pechanec,Match Report,
,,,,,,,,,,,
23,Fri,2020-02-28,18:00 ,České Budĕjov.,0–2,Baník Ostrava,"5,702",Fotbalový stadion Střelecký ostrov,Tomáš Klíma,Match Report,
23,Sat,2020-02-29,14:30 ,Jablonec,1–2,Viktoria Plzeň,"2,817",Stadion Střelnice,Pavel Rejžek,Match Report,
23,Sat,2020-02-29,14:30 ,Příbram,0–0,Mladá Boleslav,"1,267",Energon Aréna,Ondřej Ginzel,Match Report,
23,Sat,2020-02-29,14:30 ,Opava,2–1,Sigma Olomouc,"2,901",Stadion v Městských sadech,Alex Denev,Match Report,
23,Sat,2020-02-29,17:00 ,Sparta Prague,2–2,Fastav Zlín,"9,007",Generali Arena,Pavel Orel,Match Report,
23,Sun,2020-03-01,14:30 ,Slovácko,2–0,Slavia Prague,"7,032",Městský fotbalový stadion Miroslava Vale...,Ondřej Berka,Match Report,
23,Sun,2020-03-01,17:00 ,Bohemians 1905,0–0,Karviná,"4,255",Stadion Ďolíček,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
24,Sat,2020-03-07,14:30 ,Fastav Zlín,2–3,Bohemians 1905,"2,781",Stadion Letná,Tomáš Klíma,Match Report,
24,Sat,2020-03-07,14:30 ,Sigma Olomouc,1–1,Jablonec,"3,155",Andrův stadion,Petr Hocek,Match Report,
24,Sat,2020-03-07,17:00 ,Viktoria Plzeň,1–0,České Budĕjov.,"8,301",Doosan Arena,Ondřej Pechanec,Match Report,
24,Sun,2020-03-08,14:30 ,Karviná,2–0,Příbram,"3,116",Městský stadion,Pavel Královec,Match Report,
24,Sun,2020-03-08,14:30 ,Slovan Liberec,4–0,Opava,"3,891",Stadion u Nisy,Miroslav Zelinka,Match Report,
24,Sun,2020-03-08,15:00 ,Teplice,0–0,Slovácko,"1,665",Na Stínadlech,Pavel Rejžek,Match Report,
24,Sun,2020-03-08,17:00 ,Slavia Prague,1–1,Sparta Prague,"19,370",Sinobo Stadium,Pavel Franek,Match Report,
24,Mon,2020-03-09,18:00 ,Baník Ostrava,2–3,Mladá Boleslav,"8,667",Městský stadion - Vítkovice Aréna,Radek Dubravsky,Match Report,
,,,,,,,,,,,
23,Sat,2020-05-23,18:00 ,Teplice,2–0,Slovan Liberec,,Na Stínadlech,Emanuel Marek,Match Report,
,,,,,,,,,,,
25,Tue,2020-05-26,18:00 ,Příbram,0–0,Baník Ostrava,120,Energon Aréna,Emanuel Marek,Match Report,
25,Tue,2020-05-26,18:00 ,Jablonec,1–0,Fastav Zlín,100,Stadion Střelnice,Ondřej Lerch,Match Report,
25,Tue,2020-05-26,18:00 ,Slovácko,0–0,Sigma Olomouc,100,Městský fotbalový stadion Miroslava Vale...,Tomáš Klíma,Match Report,
25,Tue,2020-05-26,20:00 ,Mladá Boleslav,0–1,Slavia Prague,147,Adidas Aréna,Miroslav Zelinka,Match Report,
25,Wed,2020-05-27,18:00 ,Bohemians 1905,4–0,Teplice,140,Stadion Ďolíček,Ondřej Pechanec,Match Report,
25,Wed,2020-05-27,18:00 ,Opava,0–0,Karviná,55,Stadion v Městských sadech,Pavel Franek,Match Report,
25,Wed,2020-05-27,18:00 ,České Budĕjov.,0–1,Slovan Liberec,300,Fotbalový stadion Střelecký ostrov,Karel Hrubes,Match Report,
25,Wed,2020-05-27,20:00 ,Sparta Prague,1–2,Viktoria Plzeň,,Generali Arena,Ondřej Berka,Match Report,
,,,,,,,,,,,
26,Sat,2020-05-30,14:00 ,Sigma Olomouc,1–2,Příbram,114,Andrův stadion,Pavel Rejžek,Match Report,
26,Sat,2020-05-30,16:00 ,Fastav Zlín,1–1,Baník Ostrava,,Stadion Letná,J. Machálek,Match Report,
26,Sat,2020-05-30,16:00 ,Slovan Liberec,3–1,Slovácko,100,Stadion u Nisy,Radek Dubravsky,Match Report,
26,Sat,2020-05-30,18:00 ,Viktoria Plzeň,7–1,Mladá Boleslav,80,Doosan Arena,Pavel Orel,Match Report,
26,Sat,2020-05-30,20:00 ,Slavia Prague,5–0,Jablonec,90,Sinobo Stadium,Pavel Královec,Match Report,
26,Sun,2020-05-31,14:00 ,Teplice,2–2,Opava,200,Na Stínadlech,Karel Hrubes,Match Report,
26,Sun,2020-05-31,16:00 ,Bohemians 1905,3–2,České Budĕjov.,140,Stadion Ďolíček,Ondřej Berka,Match Report,
26,Sun,2020-05-31,18:00 ,Karviná,1–4,Sparta Prague,25,Městský stadion,Miroslav Zelinka,Match Report,
,,,,,,,,,,,
27,Tue,2020-06-02,18:00 ,Mladá Boleslav,1–1,Fastav Zlín,125,Adidas Aréna,Zbyněk Proske,Match Report,
27,Tue,2020-06-02,18:00 ,Jablonec,0–1,Slovan Liberec,151,Stadion Střelnice,Pavel Rejžek,Match Report,
27,Tue,2020-06-02,20:00 ,Příbram,0–1,Slavia Prague,120,Energon Aréna,Ondřej Pechanec,Match Report,
27,Wed,2020-06-03,18:00 ,Baník Ostrava,0–2,Viktoria Plzeň,,Městský stadion - Vítkovice Aréna,Karel Hrubes,Match Report,
27,Wed,2020-06-03,18:00 ,Slovácko,2–0,Karviná,,Městský fotbalový stadion Miroslava Vale...,Pavel Královec,Match Report,
27,Wed,2020-06-03,18:00 ,České Budĕjov.,2–0,Sigma Olomouc,120,Fotbalový stadion Střelecký ostrov,Paval Julínek,Match Report,
27,Wed,2020-06-03,18:00 ,Opava,0–1,Bohemians 1905,55,Stadion v Městských sadech,Petr Ardeleánu,Match Report,
